run_name,datetime,hyperparameters,epoch,train_loss,test_loss,accuracy_top1
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.2693,3.5414,0.4220
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6451,3.5865,0.4509
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3379,3.6658,0.4728
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1875,3.2021,0.5353
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1045,2.9939,0.5727
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0569,2.7899,0.6089
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0325,2.6751,0.6389
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0209,2.4601,0.6661
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0123,2.4513,0.6737
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0069,2.3906,0.6825
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0044,2.3378,0.6875
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0032,2.3178,0.6907
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0023,2.3021,0.6933
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.2978,0.6933
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0016,2.2960,0.6939
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.2948,0.6937
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.2960,0.6939
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.2963,0.6939
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.7459,10.0820,0.0051
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.6217,9.5234,0.0236
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.9105,8.2903,0.0496
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9561,7.5173,0.0712
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0502,7.2934,0.0830
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.4189,8.0070,0.0864
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.8656,4.2602,0.3313
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.3173,3.4834,0.4255
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6643,3.3318,0.4901
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3497,3.1691,0.5242
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1885,3.2169,0.5324
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.0941,2.9547,0.5824
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0539,2.7342,0.6194
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0324,2.5903,0.6447
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0182,2.4640,0.6690
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0107,2.4051,0.6762
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0064,2.3777,0.6837
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0041,2.3566,0.6866
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0029,2.3099,0.6892
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.3059,0.6904
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.3074,0.6912
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.3068,0.6910
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.3046,0.6913
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.3066,0.6914
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.3071,0.6915
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.7441,10.1267,0.0058
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.6096,9.3048,0.0290
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8616,8.3153,0.0496
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9288,7.5465,0.0695
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0229,7.3157,0.0813
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.4051,7.9010,0.0868
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.8810,4.2906,0.3052
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.3269,3.8271,0.4001
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6718,3.5807,0.4670
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3466,3.2800,0.5112
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1843,3.1679,0.5445
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1020,2.9406,0.5806
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0578,2.8941,0.6048
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0330,2.6156,0.6378
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0210,2.4866,0.6568
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0117,2.4732,0.6746
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0075,2.4180,0.6799
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0042,2.3547,0.6863
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0031,2.3363,0.6898
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.3256,0.6906
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.3245,0.6910
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.3221,0.6915
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.3227,0.6918
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.3239,0.6916
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.3225,0.6916
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.6950,10.2905,0.0037
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.5995,9.2744,0.0286
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8820,8.1372,0.0533
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9294,7.3891,0.0751
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0217,7.1581,0.0865
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.3362,8.1763,0.1039
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.7803,4.2176,0.3330
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.2587,3.3023,0.4688
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6464,3.2584,0.4989
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3411,3.0883,0.5357
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1803,3.1886,0.5296
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1055,2.9635,0.5775
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0547,2.7245,0.6281
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0310,2.5746,0.6533
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0192,2.4626,0.6688
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0118,2.3608,0.6851
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0066,2.2929,0.6932
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0041,2.2667,0.6973
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0028,2.2329,0.7004
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.2266,0.7011
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.2262,0.7016
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.2257,0.7016
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.2242,0.7017
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.2243,0.7017
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0012,2.2247,0.7017
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.6950,10.2905,0.0037
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.5995,9.2744,0.0286
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8820,8.1372,0.0533
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9294,7.3891,0.0751
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0217,7.1581,0.0865
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.3388,7.2887,0.1230
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.7716,4.4582,0.3089
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.2665,3.6590,0.4251
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6376,3.2361,0.4949
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3336,3.1985,0.5166
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1817,3.2011,0.5478
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1022,2.8399,0.5970
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0570,2.7577,0.6236
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0312,2.5655,0.6512
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0191,2.4548,0.6727
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0115,2.3642,0.6849
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0061,2.3001,0.6944
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0041,2.2634,0.6973
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0027,2.2390,0.7010
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.2315,0.7017
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0017,2.2342,0.7011
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.2320,0.7011
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.2323,0.7010
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.2311,0.7010
prod_3,2025-07-23 17:53:59,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0012,2.2318,0.7010
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.7508,10.2634,0.0066
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.6139,9.4232,0.0271
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8768,8.2407,0.0504
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9346,7.4628,0.0725
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0393,7.2467,0.0829
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.3844,6.6828,0.1349
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.8362,4.1505,0.3453
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.2874,3.4518,0.4480
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6520,3.2992,0.4854
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3445,3.2690,0.5116
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1899,3.1111,0.5396
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1031,3.0337,0.5763
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0578,2.7554,0.6164
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0336,2.6535,0.6423
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0189,2.4479,0.6661
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0111,2.3834,0.6826
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0071,2.3396,0.6866
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0040,2.2946,0.6928
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0031,2.2764,0.6944
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.2693,0.6943
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.2629,0.6951
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.2674,0.6951
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.2623,0.6951
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.2641,0.6950
prod_4,2025-07-23 19:00:07,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.2644,0.6951
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.6698,10.0126,0.0071
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.3778,9.0986,0.0336
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.5878,7.9432,0.0584
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.6737,7.1620,0.0864
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,2.8047,6.9459,0.0998
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.0930,7.7443,0.1164
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.6134,4.3453,0.3396
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.1518,3.5205,0.4554
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.5805,3.6542,0.4486
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3096,3.2762,0.5180
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1642,3.2202,0.5346
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.0965,2.9814,0.5872
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0569,2.6667,0.6210
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0331,2.5151,0.6507
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0196,2.4274,0.6784
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0115,2.2831,0.6928
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0064,2.2091,0.7013
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0042,2.2075,0.7051
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0030,2.1657,0.7080
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0022,2.1630,0.7084
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0017,2.1536,0.7093
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.1537,0.7090
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.1527,0.7092
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.1526,0.7095
prod_5,2025-07-23 20:04:29,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0012,2.1539,0.7092
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.7530,10.1933,0.0049
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.5972,9.3328,0.0282
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8488,8.2205,0.0497
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9170,7.4576,0.0720
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0227,7.2329,0.0850
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.3762,7.6734,0.1203
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.8287,4.2945,0.3127
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.2932,3.5267,0.4293
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6579,3.2675,0.4805
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3380,3.4121,0.5048
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1776,3.0612,0.5506
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1032,2.8811,0.5791
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0591,2.8349,0.6122
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0358,2.6661,0.6341
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0208,2.5014,0.6586
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0121,2.4184,0.6751
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0071,2.3533,0.6837
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0043,2.3113,0.6901
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0029,2.3057,0.6928
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0022,2.2978,0.6935
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.2888,0.6941
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.2870,0.6940
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.2887,0.6942
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.2896,0.6942
prod_6,2025-07-23 21:08:57,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.2867,0.6941
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.7270,10.3968,0.0041
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.5698,9.4626,0.0257
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8728,8.3416,0.0465
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9564,7.5717,0.0682
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0554,7.3490,0.0785
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.5032,8.1540,0.0983
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.9826,4.2511,0.3151
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.3753,3.7457,0.4149
prod_7,2025-07-23 22:13:34,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6983,3.3107,0.4833
